feature,kind,value
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
Entropy (changed),baseline,5.563820537278782
Entropy (changed),baseline,5.56233477470273
Entropy (changed),baseline,5.563213572393777
Entropy (changed),baseline,5.563376439387193
Entropy (changed),baseline,1.8341861522316956
Entropy (changed),baseline,1.8341861522316956
Entropy (changed),baseline,1.8341861522316956
Entropy (changed),baseline,1.8341861522316956
Entropy (changed),baseline,5.561821265715188
Entropy (changed),baseline,2.005763738099176
Entropy (changed),baseline,2.005763738099176
Entropy (changed),baseline,2.005763738099176
Entropy (changed),baseline,2.005763738099176
Entropy (changed),baseline,5.561927290601837
Entropy (changed),baseline,2.2568668693380505
Entropy (changed),baseline,2.2568668693380505
Entropy (changed),baseline,2.2568668693380505
Entropy (changed),baseline,2.2568668693380505
Entropy (changed),baseline,5.561699573685094
Entropy (changed),baseline,2.316077368542308
Entropy (changed),baseline,2.316077368542308
Entropy (changed),baseline,2.316077368542308
Entropy (changed),baseline,2.316077368542308
Entropy (changed),baseline,5.561897260280697
Entropy (changed),baseline,2.153893306629758
Entropy (changed),baseline,2.153893306629758
Entropy (changed),baseline,2.153893306629758
Entropy (changed),baseline,2.153893306629758
Entropy (changed),baseline,5.562229368349638
Entropy (changed),baseline,5.562229368349638
Entropy (changed),baseline,5.5619086274697125
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,5.563484668386316
Entropy (changed),baseline,5.562166871372581
Entropy (changed),baseline,5.563293229711003
Entropy (changed),baseline,5.56303159720063
Entropy (changed),baseline,2.633172749190459
Entropy (changed),baseline,2.633172749190459
Entropy (changed),baseline,2.633172749190459
Entropy (changed),baseline,2.633172749190459
Entropy (changed),baseline,5.5614777113663525
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,5.561973678732775
Entropy (changed),baseline,1.8027191694342928
Entropy (changed),baseline,1.8027191694342928
Entropy (changed),baseline,1.8027191694342928
Entropy (changed),baseline,1.8027191694342928
Entropy (changed),baseline,5.563672121253115
Entropy (changed),baseline,2.438963816511358
Entropy (changed),baseline,2.438963816511358
Entropy (changed),baseline,2.438963816511358
Entropy (changed),baseline,2.438963816511358
Entropy (changed),baseline,5.562870592029874
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,5.562171379345472
Entropy (changed),baseline,5.562171379345472
Entropy (changed),baseline,5.563231042385771
Entropy (changed),baseline,5.561707141513249
Entropy (changed),baseline,5.562229287880723
Entropy (changed),baseline,0.5
Entropy (changed),baseline,0.5
Entropy (changed),baseline,0.5
Entropy (changed),baseline,0.5
Entropy (changed),baseline,5.562453868645271
Entropy (changed),baseline,0.5
Entropy (changed),baseline,0.5
Entropy (changed),baseline,5.563860160273268
Entropy (changed),baseline,0.5
Entropy (changed),baseline,0.5
Entropy (changed),baseline,0.5
Entropy (changed),baseline,0.5
Entropy (changed),baseline,5.563941276081602
Entropy (changed),baseline,5.562244279585842
Entropy (changed),baseline,5.56213919013954
Entropy (changed),baseline,5.562492853437416
Entropy (changed),baseline,2.186811942809828
Entropy (changed),baseline,5.563871972943964
Entropy (changed),baseline,1.577088705904551
Entropy (changed),baseline,1.577088705904551
Entropy (changed),baseline,1.577088705904551
Entropy (changed),baseline,1.577088705904551
Entropy (changed),baseline,5.564027173639833
Entropy (changed),baseline,2.588316704365887
Entropy (changed),baseline,2.588316704365887
Entropy (changed),baseline,2.588316704365887
Entropy (changed),baseline,2.588316704365887
Entropy (changed),baseline,5.563780028033223
Entropy (changed),baseline,2.7492508897626218
Entropy (changed),baseline,2.7492508897626218
Entropy (changed),baseline,2.7492508897626218
Entropy (changed),baseline,2.7492508897626218
Entropy (changed),baseline,5.5635493968711325
Entropy (changed),baseline,2.7323896593772425
Entropy (changed),baseline,2.7323896593772425
Entropy (changed),baseline,2.7323896593772425
Entropy (changed),baseline,2.7323896593772425
Entropy (changed),baseline,5.564253380901536
Entropy (changed),baseline,1.8517226489021292
Entropy (changed),baseline,1.8517226489021292
Entropy (changed),baseline,1.8517226489021292
Entropy (changed),baseline,1.8517226489021292
Entropy (changed),baseline,5.563963671459893
Entropy (changed),baseline,5.561964965660882
Entropy (changed),baseline,5.563201570601004
Entropy (changed),baseline,5.561697700778284
Entropy (changed),baseline,5.562393517822088
Entropy (changed),baseline,5.562443788008444
Entropy (changed),baseline,5.5626193162604185
Entropy (changed),baseline,2.5013453536053403
Entropy (changed),baseline,2.5013453536053403
Entropy (changed),baseline,2.5013453536053403
Entropy (changed),baseline,2.5013453536053403
Entropy (changed),baseline,5.562353658219733
Entropy (changed),baseline,2.359888968887441
Entropy (changed),baseline,2.359888968887441
Entropy (changed),baseline,2.359888968887441
Entropy (changed),baseline,2.359888968887441
Entropy (changed),baseline,5.561411632576359
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,5.5615082609584565
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,5.561482734658009
Entropy (changed),baseline,2.341580553561454
Entropy (changed),baseline,2.341580553561454
Entropy (changed),baseline,5.561434450533159
Entropy (changed),baseline,5.561727548108054
Entropy (changed),baseline,5.561751576664066
Entropy (changed),baseline,5.561575605037117
Entropy (changed),baseline,5.561786573953569
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,5.56163809507293
Entropy (changed),baseline,1.8072046726239697
Entropy (changed),baseline,1.8072046726239697
Entropy (changed),baseline,1.8072046726239697
Entropy (changed),baseline,1.8072046726239697
Entropy (changed),baseline,5.561306799371384
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,5.561557069736363
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,5.561724771866594
Entropy (changed),baseline,1.7729632740824186
Entropy (changed),baseline,1.7729632740824186
Entropy (changed),baseline,1.7729632740824186
Entropy (changed),baseline,1.7729632740824186
Entropy (changed),baseline,5.561694100736525
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,5.561540307919914
Entropy (changed),baseline,5.561540307919914
Entropy (changed),baseline,3.0466387106425548
Entropy (changed),baseline,3.0466387106425548
Entropy (changed),baseline,3.0466387106425548
Entropy (changed),baseline,3.0466387106425548
Entropy (changed),baseline,5.561118135754379
Entropy (changed),baseline,5.561324128952895
Entropy (changed),baseline,5.561441309771306
Entropy (changed),baseline,5.561062236621716
Entropy (changed),baseline,5.561062236621716
Entropy (changed),baseline,5.561154963824185
Entropy (changed),baseline,5.560899719667691
Entropy (changed),baseline,5.561224034044505
Entropy (changed),baseline,5.56071688888289
Entropy (changed),baseline,5.560870846600469
Entropy (changed),baseline,5.560452282672992
Entropy (changed),baseline,2.438273389329928
Entropy (changed),baseline,2.438273389329928
Entropy (changed),baseline,2.438273389329928
Entropy (changed),baseline,2.438273389329928
Entropy (changed),baseline,5.560959881677574
Entropy (changed),baseline,1.8341479170272448
Entropy (changed),baseline,1.8341479170272448
Entropy (changed),baseline,1.8341479170272448
Entropy (changed),baseline,1.8341479170272448
Entropy (changed),baseline,5.56021545277795
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,1.47332933108484
Entropy (changed),baseline,5.560058842254933
Entropy (changed),baseline,2.146240625180289
Entropy (changed),baseline,2.146240625180289
Entropy (changed),baseline,2.146240625180289
Entropy (changed),baseline,2.146240625180289
Entropy (changed),baseline,5.560108001368688
Entropy (changed),baseline,1.7267226489021297
Entropy (changed),baseline,1.7267226489021297
Entropy (changed),baseline,5.560269209113448
Entropy (changed),baseline,5.560338428219318
Entropy (changed),baseline,5.5598918468905225
Entropy (changed),baseline,5.560252895583007
Entropy (changed),baseline,5.560289231954302
Entropy (changed),baseline,5.560313413919726
Entropy (changed),baseline,5.560176452273596
Entropy (changed),baseline,1.3767226489021296
Entropy (changed),baseline,1.3767226489021296
Entropy (changed),baseline,1.3767226489021296
Entropy (changed),baseline,1.3767226489021296
Entropy (changed),baseline,5.560263756191236
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,5.562105600440092
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,5.562036218219006
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,5.561849174061862
Entropy (changed),baseline,1.7121581864441784
Entropy (changed),baseline,1.7121581864441784
Entropy (changed),baseline,5.56175545932843
Entropy (changed),baseline,3.651893322389918
Entropy (changed),baseline,3.651893322389918
Entropy (changed),baseline,3.651893322389918
Entropy (changed),baseline,3.651893322389918
Entropy (changed),baseline,5.561296363872605
Entropy (changed),baseline,5.561053921709673
Entropy (changed),baseline,5.561518728199054
Entropy (changed),baseline,5.561169968404689
Entropy (changed),baseline,5.561069758289284
Entropy (changed),baseline,5.561285561365468
Entropy (changed),baseline,5.561072456526691
Entropy (changed),baseline,5.561067624391891
Entropy (changed),baseline,2.665033709170954
Entropy (changed),baseline,2.665033709170954
Entropy (changed),baseline,2.665033709170954
Entropy (changed),baseline,2.665033709170954
Entropy (changed),baseline,5.561334311706494
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,5.561299209904659
Entropy (changed),baseline,5.561299209904659
Entropy (changed),baseline,5.561540596317895
Entropy (changed),baseline,5.561327833109402
Entropy (changed),baseline,5.561328470781878
Entropy (changed),baseline,5.56131424634882
Entropy (changed),baseline,5.561626890033229
Entropy (changed),baseline,5.560545515546872
Entropy (changed),baseline,5.560546143371724
Entropy (changed),baseline,5.56066446804095
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,5.560800559117213
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,1.3928473073629997
Entropy (changed),baseline,5.560542447968172
Entropy (changed),baseline,3.113024911687841
Entropy (changed),baseline,3.113024911687841
Entropy (changed),baseline,3.113024911687841
Entropy (changed),baseline,3.113024911687841
Entropy (changed),baseline,5.56059612052122
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,1.792481250360578
Entropy (changed),baseline,5.5606815629901725
Entropy (changed),baseline,5.5606815629901725
Entropy (changed),baseline,5.560763166560662
Entropy (changed),baseline,5.560740818405223
Entropy (changed),baseline,5.560674211158961
Entropy (changed),baseline,5.560446743126253
